SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
DP|PTGDR gene|C1419059|||C1419059|HUGO;MTH|||
DP|Pod.D.|C1512024|||C1512024|NCI|||
DP|PodD|C1512024|||C1512024|NCI|||
DP|SIGNAL RECOGNITION PARTICLE RECEPTOR|C0074511;C1420414;C1760029|||C1420414|OMIM|||
DP|SRP-alpha|C1420414|||C1420414|HUGO|||
DP|SRPR|C1420414|||C1420414|HUGO;OMIM|||
DP|SRPR gene|C1420414|||C1420414|HUGO;MTH|||
DP|Sralpha|C1420414|||C1420414|HUGO|||
DP|dP||||C2599755|LNC;MTH|||
DP|data processing|C0868941|||C0868941|LCH;MTH;NCI|||1
DP|debonding pliers||||||||1
DP|deep pulse||||||||1
DP|definitive procedure||||||||1
DP|degradation product||||||||1
DP|degree of polymerisation||||||1|0.0118|
DP|degree of polymerization||||||1|0.1156|1
DP|delayed puberty|C0034012|||||1|0.0059|
DP|deltopectoral|C0450110|||||||1
DP|delusional parasitosis||||||1|0.0069|
DP|dementia praecox|C0036341|||||||1
DP|dementia pugilistica|C0149843|||||||1
DP|dense plate||||||||1
DP|dental prosthesis|C0162686;C1316489|||||||1
DP|dental prosthodontics||||||||1
DP|dermal papilla|C0221931;C1282636|||||1|0.0264|
DP|dermatofibrosarcoma protuberans|C0392784|||||1|0.0118|
DP|desmoplakin|C0057555;C1414172|||||1|0.0264|
DP|desquamative pneumonia||||||||1
DP|developed pressure||||||||1
DP|dexamethasone pretreatment||||||||1
DP|diabetes-prone||||||1|0.0754|
DP|diabetic polyneuropathy|C0271680|||||1|0.0108|
DP|diaphragmatic plaque||||||||1
DP|diastolic pressure|C0428883|||||||1
DP|differential pressure||1|0.002|||||
DP|diffuse precipitation||||||||1
DP|diffuse pressure||||||||1
DP|diffusion pressure||||||||1
DP|digestible protein||||||||1
DP|diminutive polyp||||||||1
DP|diphosgene|C0601846|||C0601846|MSH|||1
DP|diphosphate|C0034320|||C0034320|CHV;CSP|||1
DP|dipropionate||||||||1
DP|dipyramidole|C0012582|||C0012582|CHV|||
DP|dipyridamole|C0012582|||C0012582|CHV;CSP;MTHSPL;NCI;PDQ|1|0.093|
DP|direct puncture||||||||1
DP|directed percolation||||||1|0.0157|
DP|directional preponderance||||||1|0.0235|1
DP|disability pension||||||||1
DP|discharge planning|C0012622|||||||1
DP|discriminating power||||||||1
DP|disopyramide|C0012702|||||1|0.0411|
DP|disopyramide phosphate|C0700534|||||1|0.0049|
DP|displaced person||||||||1
DP|distal pancreatectomy|C0176940|||C0176940|ICD9CM;NCI;SNOMEDCT|1|0.0118|1
DP|distal phalanx|C0576464|||C0576464|SNOMEDCT|||1
DP|distal pit||||||||1
DP|distopulpal||||||||1
DP|distortion product||||||1|0.0147|
DP|donor's plasma|C0860067|||||||1
DP|dopamine|C0013030;C0201989|||||1|0.0088|
DP|dorsal|C0205095|||||1|0.0088|
DP|dorsal prostate||||||1|0.0137|
DP|dorsalis pedis||1|0.996|||||1
DP|double pneumonia||||||||1
DP|double positive||||||1|0.1126|
DP|double potential||||||1|0.0059|
DP|double product||||||1|0.0362|
DP|driving pressure||||||||1
DP|dry pint|C2348351|||C2348351|HL7V3.0;NCI|||
DP|dynamic programming||||||1|0.0088|
DP|dyspnea|C0013404|||||||1
DP|left ventricular developed pressure||||||1|0.0137|
DP|patients|C0030705|||||1|0.0147|
DP|pattern|C0449774|||||1|0.0147|
DP|phase|C0205390|||||1|0.0088|
DP|pressures|C0033095;C0460139|||||1|0.0108|
DP|prostaglandin D2 receptor (DP)||||C1419059|HUGO|||
DP|protein|C0033684|||||1|0.0118|
DP|receptor|C0597357|||||1|0.0118|
DP|signal recognition particle receptor (docking protein)||||C1420414|HUGO|||
DT|(drug) DT||1|0.006|||||
DT|2' Deoxythymidine|C0086126|||C0086126|MSH|||
DT|2'-Deoxythymidine|C0086126|||C0086126|MSH;MTH;NCI|||
DT|2'-deoxythymidine|C0086126|||C0086126|PDQ|||
DT|2'-deoxythymidine (dT)|C0086126|||C0086126|CHV|||
DT|3,4-dihydroxyphenylalaninechrome tautomerase||||C0114832|MSH|||
DT|BP240|C1539312|||C1539312|HUGO;OMIM|||
DT|BPA|C1539312|||C1539312|HUGO|||
DT|BPAG1|C1539312|||C1539312|OMIM|||
DT|BULLOUS PEMPHIGOID ANTIGEN 1|C1539312|||C1539312|OMIM|||
DT|CATX-15|C1539312|||C1539312|HUGO|||
DT|CHEMOTHER||||C0013216|MSH|||
DT|CT - Chemotherapy|C0013216|||C0013216|SNOMEDCT|||
DT|Chemotherapies|C0013216;C0392920|||C0013216|MSH|||
DT|Chemotherapy|C0013216;C0013217;C0392920|||C0013216|LCH;LNC;MEDLINEPLUS;MSH;SNOMEDCT|||
DT|DCT|C0114832;C1413933|||C0114832|NCI|||
DT|DMH||||C1539312|OMIM|||
DT|DRUG THER||||C0013216;C0013217|MSH|||
DT|DST|C0430115;C1539312|||C1539312|HUGO;OMIM|||
DT|DST gene|C1539312|||C1539312|HUGO;MTH|||
DT|DT|C0013216|||C0013216;C0013217;C0086126;C0114832;C0305059;C0678226;C1539312|CHV;MSH;NCI;OMIM;SNOMEDCT|||
DT|DT - Drug therapy||||C0013216|SNOMEDCT|||
DT|DT toxoid|C0305059|||C0305059|SNOMEDCT|||
DT|DThyd|C0086126|||C0086126|NCI;PDQ|||
DT|DYSTONIA MUSCULORUM, MOUSE, HOMOLOG OF||||C1539312|OMIM|||
DT|DYSTONIN|C1539312|||C1539312|OMIM|||
DT|Delirium Tremens|C0001957|||||1|0.0292|
DT|Deoxythymidine|C0086126|||C0086126|MSH;NCI|||
DT|Diphtheria and tetanus toxoid adsorbed|C0305059|||C0305059|MTH;SNOMEDCT|||
DT|Diphtheria and tetanus toxoid adsorbed (product)||||C0305059|SNOMEDCT|||
DT|Diphtheria and tetanus toxoid adsorbed (substance)||||C0305059|SNOMEDCT|||
DT|Dopachrome D-isomerase|C0114832|||C0114832|SNOMEDCT|||
DT|Dopachrome delta-isomerase|C0114832|||C0114832|SNOMEDCT|||
DT|Dopachrome isomerase|C0114832|||C0114832|MTH;SNOMEDCT|||
DT|Dopachrome isomerase (substance)||||C0114832|SNOMEDCT|||
DT|Drug Therapies|C0013216|||C0013216|MSH|||
DT|Drug Therapy|C0013216;C0013217|||C0013216|MEDLINEPLUS;MSH;MTH;NCI|||
DT|Drug therapy|C0013216;C0013217|||C0013216|HL7V3.0;SNOMEDCT|||
DT|Drug therapy (procedure)||||C0013216|SNOMEDCT|||
DT|Drug therapy NOS|C0013216;C0013217|||C0013216|SNOMEDCT|||
DT|Drug therapy NOS (procedure)||||C0013216|SNOMEDCT|||
DT|Due To|C0678226|||C0678226|NCI|||
DT|Due to|C0678226|||C0678226|MTH;SNOMEDCT|||
DT|Due to (attribute)||||C0678226|SNOMEDCT|||
DT|EC5.3.3.12|C0114832|||C0114832|NCI|||
DT|FLJ13425|C1539312|||C1539312|HUGO|||
DT|FLJ21489|C1539312|||C1539312|HUGO|||
DT|FLJ30627|C1539312|||C1539312|HUGO|||
DT|FLJ32235|C1539312|||C1539312|HUGO|||
DT|KIAA0728|C1539312|||C1539312|HUGO|||
DT|L-Dopachrome Delta-Isomerase|C0114832|||C0114832|NCI|||
DT|L-Dopachrome Tautomerase|C0114832|||C0114832|NCI|||
DT|MACF2|C1539312|||C1539312|HUGO|||
DT|PHARMACOTHER||||C0013216|MSH|||
DT|Pharmacological Treatment|C0013216|||C0013216|NCI|||
DT|Pharmacological Treatments|C0013216|||C0013216|NCI|||
DT|Pharmacotherapies|C0013216|||C0013216|MSH|||
DT|Pharmacotherapy|C0013216;C0013217|||C0013216|MSH;MTH;NCI|||
DT|Resulting from||||C0678226|SNOMEDCT|||
DT|Sabin-Feldman dye test||||||1|0.0187|
DT|Salmonella typhimurium definitive type||||||1|0.0047|
DT|TDR|C0040077;C0086126|||C0040077|PDQ|||
DT|THER DRUG||||C0013216|MSH|||
DT|THYMIDINE|C0040077|||C0040077|NCI|||
DT|TRP-2|C0114832;C1150342|||C0114832|NCI;PDQ|||
DT|TRP-2 protein, tyrosinase-related||||C0114832|MSH|||
DT|TRP2|C0114832;C1150342;C1421166|||C0114832|NCI|||
DT|TYRP2|C0114832;C1413933;C2826556|||C0114832|NCI|||
DT|TdR|C0040077;C0086126|||C0086126|NCI|||
DT|Therapies, Drug|C0013216|||C0013216|MSH|||
DT|Therapy, Drug|C0013216;C0013217|||C0013216|MSH|||
DT|Thymidin|C0040077|||C0040077|NCI|||
DT|Thymidine|C0040077|||C0040077|LCH;LNC;MSH;MTH;NCI;NDFRT;SNOMEDCT|||
DT|Thymidine (substance)||||C0040077|SNOMEDCT|||
DT|Thymidine Deoxyriboside|C0086126|||C0086126|NCI|||
DT|Thymidine [Chemical/Ingredient]||||C0040077|NDFRT|||
DT|Treatment With Medication|C0013216|||C0013216|NCI|||
DT|Tyrosinase-Related Protein 2|C0114832;C1413933|||C0114832|NCI|||
DT|Tyrosinase-Related Protein-2|C0114832;C1413933|||C0114832|NCI|||
DT|chemotherapies|C0013216;C0392920|||C0013216|CHV|||
DT|chemotherapy|C0013216;C0013217;C0392920|||C0013216;C0013217|AOD;CHV;CSP;MSH|||
DT|chemotherapy procedures|C0013216|||C0013216|CHV|||
DT|dT|C0013216|||C0040077;C0086126|NCI;PDQ|||
DT|decayed teeth|C0011334|||||1|0.0117|
DT|deceleration time||||||1|0.1146|
DT|decidual tissue||||||1|0.007|
DT|defibrillation threshold||||||||1
DT|definitive phage type||||||1|0.0164|
DT|delirium tremens|C0001957|1|0.258|C0001957|AOD;CHV;COSTAR;CSP;CST;DXP;ICD9CM;MSH;MTHICD9;NDFRT;SNOMEDCT|||1
DT|deoxythymidine|C0086126|||||1|0.0234|1
DT|depression of transmission||||||||1
DT|desmoid tumor|C0079218|||C0079218|CHV;NCI;OMIM;PDQ|1|0.0082|
DT|developed tension||||||1|0.0819|
DT|dietary thermogenesis||||||||1
DT|differently tested||||||||1
DT|diffraction tomography||||||1|0.0105|
DT|diffusion tension||||||||1
DT|diffusion tensor||||||1|0.0491|1
DT|diltiazem|C0012373|||C0012373|AOD;CHV;CSP;LNC;MSH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG;VANDF|||
DT|diphtheria and tetanus toxoids||||||1|0.0187|
DT|diphtheria toxin|C0012550|||C0012550|CSP;LCH;MSH;NCI;NDFRT;SNOMEDCT|1|0.2632|1
DT|diphtheria toxoid|C0012551|||C0012551|CHV;CSP;MSH;NDFRT;SNOMEDCT;VANDF|||
DT|diphtheria-tetanus||1|0.672|||1|0.0257|1
DT|diploë thickness||||||||1
DT|dipole tracing||||||1|0.0105|1
DT|discharge tomorrow||||||||1
DT|dispensing tablet||||||||1
DT|distal tubule||||||||1
DT|distal tubules||||||1|0.0374|
DT|distance test||||||||1
DT|dopachrome conversion factor|C0114832|||C0114832|MSH|||
DT|dopachrome isomerase|C0114832|||C0114832|MSH|||
DT|dopachrome oxidoreductase|C0114832|||C0114832|MSH|||
DT|dopachrome tautomerase|C0114832;C1413933|||C0114832|MSH|||
DT|dorsalis tibialis||||||||1
DT|double tachycardia||||||||1
DT|doubling time|C2986483|||C2986483|NCI|1|0.1205|1
DT|drive for thinness||||||1|0.0129|
DT|drug therapies|C0013216|||C0013216|CHV|||
DT|drug therapy|C0013216;C0013217|||C0013216;C0013217|AOD;CHV;CSP;MSH;NCI|||
DT|drug therapy treatment|C0013216|||C0013216|CHV|||
DT|drug treatment (drug therapy)||||C0013216|AOD|||
DT|drugs therapies|C0013216|||C0013216|CHV|||
DT|dt|C0013216|||C2926610|LNC|||
DT|dt - divisor|C2926610|||C2926610|MTH|||
DT|due|C0678226;C3146286|||C0678226|CHV|||
DT|due to|C0678226|||C0678226|CHV|||
DT|duration of tetany||||||||1
DT|dye test|C0441697|||C0441697|CHV;LNC;SNOMEDCT|||1
DT|dystonia musculorum||||||1|0.0292|
DT|dystonin|C1539312|||C1539312|HUGO|||
DT|genetically dystonic||||||1|0.0152|
DT|impedance detection times||||||1|0.0058|
DT|medication therapy|C0013216|||C0013216|AOD;CHV|||
DT|medications therapy|C0013216|||C0013216|CHV|||
DT|pharmacologic therapy|C0013217|||C0013217|MSH|||
DT|pharmacotherapeutic|C0013217|||C0013217|MTH|||
DT|pharmacotherapeutics|C0013216|||C0013216|AOD;CHV|||
DT|pharmacotherapies|C0013216|||C0013216|CHV|||
DT|pharmacotherapy|C0013216;C0013217|||C0013216;C0013217|AOD;CHV;CSP;MSH|||
DT|resulting|C0678226|||C0678226|CHV|||
DT|resulting from||||C0678226|CHV|||
DT|therapy medication|C0013216|||C0013216|CHV|||
DT|threshold|C0449864|||||1|0.0199|
DT|thymidin|C0040077|||C0040077|CHV;PDQ|||
DT|thymidine|C0040077|||C0040077|AOD;CHV;CSP;NCI;PDQ|1|0.0398|
DT|thymidine deoxyriboside|C0086126|||C0086126|PDQ|||
DT|treatment|C0039798;C0087111;C1522326;C1533734;C1705169;C3161471|||||1|0.0152|
DT|tyrosinase-related protein-2|C0114832;C1413933|||C0114832|MSH;PDQ|||
DT|vaccine|C0042210;C1552558|||||1|0.0105|
DTR|(drug) DTR||1|0.002|||||
DTR|DIPHTHERIA TOXIN RECEPTOR|C0058402;C1539630|||C1539630|OMIM|||
DTR|DT-R|C0058402;C1704816|||C0058402;C1704816|NCI|||
DTR|DTR||||C0058402;C0489815;C1148175;C1539630;C1704816|LNC;NCI;OMIM|||
DTR|DTR Gene|C1704816|||C1704816|NCI|||
DTR|DTR Protein|C0058402|||C0058402|NCI|||
DTR|DTS||||C0058402;C1704816|NCI|||
DTR|Deep Tendon Reflex|C0489815|||C0489815|MTH;NCI|||
DTR|Deep tendon reflex|C0489815|||C0489815|LNC|||
DTR|Deep tendon reflex of {Reflex location}|C1148175|||C1148175|LNC|||
DTR|Deep tendon reflex:Find:Pt:{Reflex location}:Ord:Observed||||C1148175|LNC|||
DTR|Deep tendon reflex:Finding:Point in time:{Reflex location}:Ordinal:Observed|C1148175|||C1148175|LNC;MTH|||
DTR|Deep tendon reflexes|C0489815|||C0489815|LNC|||
DTR|Diphtheria Toxin Receptor|C0058402;C1539630|||C0058402|NCI|||
DTR|Diphtheria Toxin Receptor (Heparin-Binding EGF-Like Growth Factor) Gene||||C1704816|NCI|||
DTR|Diphtheria Toxin Receptor Gene|C1704816|||C1704816|NCI|||
DTR|Diphtheria Toxin Sensitivity|C0058402|||C0058402|NCI|||
DTR|Diphtheria Toxin Sensitivity Gene|C1704816|||C1704816|NCI|||
DTR|Diphtheria toxin receptor|C0058402;C1539630|||||1|1|
DTR|Diphtheria toxin receptor (heparin-binding EGF-like growth factor)||||C1539630|HUGO|||
DTR|HB-EGF||||C0058402;C1704816|NCI|||
DTR|HB-EGF precursor|C0058402|||C0058402|MSH|||
DTR|HBEGF|C0058402;C1539630|||C0058402;C1539630|HUGO;NCI;OMIM|||
DTR|HBEGF Gene|C1539630|||C1539630|NCI|||
DTR|HBEGF gene|C1539630|||C1539630|HUGO;MTH|||
DTR|HBEGF wt Allele|C1704816|||C1704816|MTH;NCI|||
DTR|HEGFL|C0058402;C1539630;C1704816|||C0058402;C1539630;C1704816|NCI;OMIM|||
DTR|HEPARIN-BINDING EGF|C1539630|||C1539630|OMIM|||
DTR|HEPARIN-BINDING EGF-LIKE GROWTH FACTOR|C0058402;C0166825;C1539630|||C1539630|OMIM|||
DTR|Heparin-Binding EGF-Like Growth Factor|C0058402;C0166825;C1539630|||C0058402|NCI|||
DTR|Heparin-Binding EGF-Like Growth Factor Gene|C1539630|||C1539630|NCI|||
DTR|Heparin-Binding EGF-Like Growth Factor wt Allele|C1704816|||C1704816|NCI|||
DTR|LRRC67|C2681647|||C2681647|HUGO|||
DTR|LRRC67 gene|C2681647|||C2681647|HUGO;MTH|||
DTR|Myostatic Reflex|C0489815|||C0489815|NCI|||
DTR|deep reflex tendon|C0489815|||C0489815|CHV|||
DTR|deep reflexes tendon|C0489815|||C0489815|CHV|||
DTR|deep tendon reflex|C0489815|1|0.998|C0489815|CHV;LNC;MTH;NCI|||1
DTR|deep tendon reflexes|C0489815|||C0489815|CHV|||
DTR|detorubicin|C0057578|||C0057578|MSH;NCI;PDQ|||
DTR|diphtheria toxin receptor|C0058402;C1539630|||C0058402;C1539630|MSH;MTH;NCI;OMIM|||
DTR|diphtheria toxin receptors|C0058402|||C0058402|MSH|||
DTR|dtr||||C2681647|HUGO|||
DTR|heparin-binding EGF-like growth factor|C0058402;C0166825;C1539630|||C1539630|HUGO|||
DTR|heparin-binding epidermal growth factor|C1539630|||C1539630|HUGO|||
DTR|heparin-binding epidermal growth factor-like growth factor precursor|C0058402|||C0058402|MSH|||
DTR|leucine rich repeat containing 67||||C2681647|HUGO|||
DTR|receptor, diphtheria toxin|C0058402;C1539630|||C0058402|MSH|||
DTR|reflexes deep tendon|C0489815|||C0489815|CHV|||
DUI|DUI|C0683692|||C0683692|AOD|||
DUI|DWI law|C0683692|||C0683692|CHV|||
DUI|DWI laws|C0683692|||C0683692|AOD|||
DUI|doubly uniparental inheritance||||||1|0.1358|
DUI|driving under influence|C0870447|1|1.000|||||1
DUI|driving under the influence|C0870447|||||1|0.5802|
DUI|driving under the influence laws|C0683692|||C0683692|AOD|||
DUI|driving under the influence of alcohol||||||1|0.284|
DUI|driving while intoxicated (DWI) law||||C0683692|CHV|||
DUI|driving while intoxicated laws||||C0683692|AOD|||
DUI|impaired driving laws|C0683692|||C0683692|AOD|||
DVT|DEEP THROMBOPHLEBITIS|C0149871;C0151950|||C0149871|CST|||
DVT|DEEP VEIN THROMBOPHLEBITIS|C0149871|||C0149871|COSTAR|||
DVT|DEEP VEIN THROMBOSIS|C0149871;C0340708|||C0149871|DXP|||
DVT|DVT|C0149871;C2926618|||C0149871;C2926618|CHV;DXP;LNC;MEDLINEPLUS;NCI;SNOMEDCT|||
DVT|DVT - Deep vein thrombosis|C0149871|||C0149871|SNOMEDCT|||
DVT|DVT NOS|C0149871;C2926618|||C0149871|MTHICD9|||
DVT|Deep Vein Thromboses|C0149871|||C0149871|MSH|||
DVT|Deep Vein Thrombosis|C0149871;C0340708|||C0149871|COSTAR;MEDLINEPLUS;MSH;MTH;NCI|||
DVT|Deep Venous Thromboses|C0149871|||C0149871|MSH|||
DVT|Deep Venous Thrombosis|C0149871|||C0149871|MSH|||
DVT|Deep thrombophlebitis|C0149871;C0151950|||C0149871|SNOMEDCT|||
DVT|Deep thrombophlebitis (disorder)||||C0149871|SNOMEDCT|||
DVT|Deep thrombophlebitis, NOS|C0149871;C0151950|||C0149871|SNOMEDCT|||
DVT|Deep vein thrombosis|C0149871;C0340708|||C0149871|LNC;OMIM;SNOMEDCT|||
DVT|Deep vein thrombosis NOS|C0149871;C0340708|||C0149871|MTHICD9|||
DVT|Deep venous thrombosis|C0149871|||C0149871|OMIM;SNOMEDCT|||
DVT|Deep venous thrombosis (disorder)||||C0149871|SNOMEDCT|||
DVT|Deep-Vein Thromboses|C0149871|||C0149871|MSH|||
DVT|Deep-Vein Thrombosis|C0149871;C0340708|||C0149871|MSH|||
DVT|Deep-Venous Thromboses|C0149871|||C0149871|MSH|||
DVT|Deep-Venous Thrombosis|C0149871|||C0149871|MSH|||
DVT|Ever told by doctor that you had deep venous thrombosis||||C2926618|LNC|||
DVT|Ever told by doctor that you had deep venous thrombosis:Find:Pt:^Patient:Ord||||C2926618|LNC|||
DVT|Ever told by doctor that you had deep venous thrombosis:Finding:Point in time:^Patient:Ordinal|C2926618|||C2926618|LNC;MTH|||
DVT|THROMBOPHLEBITIS DEEP||||C0149871|CST|||
DVT|THROMBOSIS VENOUS DEEP|C0149871|||C0149871|CST|||
DVT|Thromboses, Deep Vein|C0149871|||C0149871|MSH|||
DVT|Thromboses, Deep Venous|C0149871|||C0149871|MSH|||
DVT|Thromboses, Deep-Vein|C0149871|||C0149871|MSH|||
DVT|Thromboses, Deep-Venous|C0149871|||C0149871|MSH|||
DVT|Thrombosis, Deep Vein|C0149871;C0340708|||C0149871|MSH|||
DVT|Thrombosis, Deep Venous|C0149871|||C0149871|MSH|||
DVT|Thrombosis, Deep-Vein|C0149871;C0340708|||C0149871|MSH|||
DVT|Thrombosis, Deep-Venous|C0149871|||C0149871|MSH|||
DVT|Vein Thromboses, Deep|C0149871|||C0149871|MSH|||
DVT|Vein Thrombosis, Deep|C0149871;C0340708|||C0149871|MSH|||
DVT|Venous Thromboses, Deep|C0149871|||C0149871|MSH|||
DVT|Venous Thrombosis, Deep|C0149871|||C0149871|MSH|||
DVT|Venous thrombosis -deep||||C0149871|SNOMEDCT|||
DVT|deep thrombophlebitis|C0149871;C0151950|||C0149871|CHV|||
DVT|deep vein thrombophlebitis|C0149871|||C0149871|CHV|1|0.006|
DVT|deep vein thrombophlebitis (DVT)|C0149871|||C0149871|CHV|||
DVT|deep vein thromboses|C0149871|||C0149871|CHV|1|0.0094|
DVT|deep vein thrombosis|C0149871;C0340708|1|1.000|C0149871;C0340708|AOD;CHV;COSTAR;CSP;DXP;LNC;MEDLINEPLUS;MSH;MTH;NCI;OMIM;SNOMEDCT|||1
DVT|deep vein thrombosis (DVT)|C0149871;C0340708|||C0149871|CHV|||
DVT|deep venous thrombophlebitis||||||1|0.0051|
DVT|deep venous thromboses|C0149871|||C0149871|CHV|1|0.0111|
DVT|deep venous thrombosis|C0149871|||C0149871|CHV;MSH;OMIM;SNOMEDCT|1|0.9686|
DVT|deep-vein thrombosis|C0149871;C0340708|||C0149871|CHV|||
DVT|dvts|C0149871|||C0149871|CHV|||
DWI|DWI|C0598801;C1171335|||C1171335|CSP|||
DWI|DWI (diffusion weighted imaging)||||C0598801|CSP|||
DWI|Diffusion weighted imaging|C0598801|||C0598801|MTH|||
DWI|Diffusion-weighted||||||1|0.0349|
DWI|Diffusion-weighted magnetic resonance imaging|C2584984|||||1|0.0864|
DWI|Driving While Intoxicated|C1171335|||C1171335|MTH|||
DWI|diffusion weighted imaging|C0598801|||C0598801|CHV;CSP|||
DWI|diffusion weighted imaging (DWI)|C0598801|||C0598801|CHV|||
DWI|diffusion weighted magnetic resonance imaging (DWMRI)|C2584984|||C0598801|CHV|||
DWI|diffusion-|C0012222;C1696141|||||1|0.0216|
DWI|diffusion-weighted MRI|C1136216|||||1|0.1445|
DWI|diffusion-weighted images||||||1|0.0565|
DWI|diffusion-weighted imaging|C0598801|1|0.016|||1|0.5299|1
DWI|driving under influence of alcohol or drugs||||C1171335|CHV|||
DWI|driving while impaired||1|0.984|||1|0.0316|1
DWI|driving while intoxicated|C1171335|||C1171335|CHV|1|0.0947|1
DWI|driving while intoxicated (DWI)|C1171335|||C1171335|CHV|||
DWI|dwi|C0598801;C1171335|||C0598801;C1171335|CHV|||
EBL|Endemic Burkitt's lymphoma|C0343640|||||1|0.0642|
EBL|Estimated blood loss|C1443559;C2926617|||||1|0.4404|
EBL|endemic Burkitt lymphoma|C0343640|||||||1
EBL|endoscopic band ligation||||||1|0.1101|1
EBL|enzootic bovine leukosis|C0085165|||||1|0.3853|
EBL|erythroblastic leukemia|C0023440|||||||1
EBL|estimated blood loss|C1443559;C2926617|1|0.998|||||1
EBV|Burkitt Herpesvirus|C0014644|||C0014644|MSH|||
EBV|Burkitt Lymphoma Virus|C0014644|||C0014644|MSH|||
EBV|Burkitt's Lymphoma Virus|C0014644|||C0014644|MSH|||
EBV|Burkitt's lymphoma virus|C0014644|||C0014644|CSP|||
EBV|Burkitts Lymphoma Virus|C0014644|||C0014644|MSH|||
EBV|E B Virus|C0014644|||C0014644|MSH|||
EBV|E-B Virus|C0014644|||C0014644|MSH|||
EBV|E-B Viruses|C0014644|||C0014644|MSH|||
EBV|EB virus|C0014644|||C0014644|CSP|||
EBV|EBV|C0014644|||C0014644|AOD;CHV;CSP;MSH;NCI|||
EBV|EBV - Epstein-Barr virus|C0014644|||C0014644|SNOMEDCT|||
EBV|Epstein Barr Virus|C0014644|||C0014644|MSH;NCI|||
EBV|Epstein Barr virus|C0014644|||C0014644|AOD;CSP;LNC|||
EBV|Epstein-Barr||||||1|0.0058|
EBV|Epstein-Barr Virus|C0014644|||C0014644|MSH;NCI|||
EBV|Epstein-Barr viral||||||1|0.0054|
EBV|Epstein-Barr virus|C0014644|1|1.000|C0014644|LCH;NCI;SNOMEDCT|1|0.982|1
EBV|Epstein-Barr virus EBV|C0014644|||C0014644|NCBI|||
EBV|HERPESVIRUS 4 GAMMA HUMAN|C0014644|||C0014644|MSH|||
EBV|HERPESVIRUS HUMAN 04||||C0014644|MSH|||
EBV|HHV 4|C0014644|||C0014644|MSH|||
EBV|HHV-4|C0014644|||C0014644|MSH|||
EBV|HUMAN HERPESVIRUS 04||||C0014644|MSH|||
EBV|HUMAN HERPESVIRUS 4|C0014644|||C0014644|NCI|||
EBV|Herpesvirus 4 (gamma), Human||||C0014644|MSH|||
EBV|Herpesvirus 4, Human|C0014644|||C0014644|MSH|||
EBV|Herpesvirus, Burkitt|C0014644|||C0014644|MSH|||
EBV|Human (gamma) herpes virus 4|C0598396|||C0014644|SNOMEDCT|||
EBV|Human Herpesvirus 4|C0014644|||C0014644|MSH;NCI|||
EBV|Human herpesvirus 4|C0014644|||C0014644|NCBI;SNOMEDCT|||
EBV|Human herpesvirus 4 (organism)||||C0014644|SNOMEDCT|||
EBV|Human herpesvirus type 4|C0014644|||C0014644|NCBI|||
EBV|INFECT MONONUCLEOSIS VIRUS||||C0014644|MSH|||
EBV|Infectious Mononucleosis Virus|C0014644|||C0014644|MSH|||
EBV|Infectious Mononucleosis Viruses|C0014644|||C0014644|MSH|||
EBV|Lymphoma Virus, Burkitt|C0014644|||C0014644|MSH|||
EBV|Mononucleosis Virus, Infectious|C0014644|||C0014644|MSH|||
EBV|Mononucleosis Viruses, Infectious|C0014644|||C0014644|MSH|||
EBV|Virus-Epstein-Barr|C0014644|||C0014644|NCI|||
EBV|e b virus|C0014644|||C0014644|CHV|||
EBV|e-b virus|C0014644|||C0014644|CHV|||
EBV|eb virus|C0014644|||C0014644|CHV|||
EBV|effective blood volume||||||||1
EBV|electron boost volume||||||||1
EBV|epstein barr virus|C0014644|||C0014644|CHV|||
EBV|epstein barr virus (EBV)|C0014644|||C0014644|CHV|||
EBV|epstein-barr virus|C0014644|||C0014644|CHV|||
EBV|estimated blood volume||||||1|0.0028|1
EBV|estimated breeding values||||||1|0.0041|
EBV|herpesvirus 4, human|C0014644|||C0014644|AOD|||
EBV|human herpesvirus 4 group|C0014644|||C0014644|CSP|||
EBV|mononucleosis infectious virus|C0014644|||C0014644|CHV|||
ECG|2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chroman-3-yl] 3,4,5-trihydroxybenzoate||||C0059422|NCI|||
ECG|ECG|C1623258|||C0013798;C0059422;C1623258|AOD;CHV;CSP;MSH;NCI;SNOMEDCT|||
ECG|ECG NOS|C1623258|||C1623258|MTHICD9|||
ECG|EKG|C0013798;C1623258|||C0013798;C1623258|AOD;CHV;CSP;LNC;MSH;MTH;MTHICD9;NCI;SNOMEDCT|||
ECG|ELECTROCARDIOGR||||C1623258|MSH|||
ECG|Electrocardiogram|C0013798;C1547122;C1623258;C1705651|||C0013798;C1623258|CCS;ICD9CM;MSH;MTH;MTHHH;NCI;SNOMEDCT|||
ECG|Electrocardiogram, NOS|C0013798;C1547122;C1623258;C1705651|||C1623258|SNOMEDCT|||
ECG|Electrocardiograms|C0013798|||C0013798|MSH|||
ECG|Electrocardiograph|C0013798;C0180600;C1623258|||C1623258|LCH;LNC|||
ECG|Electrocardiographic procedure|C1623258|||C1623258|SNOMEDCT|||
